train_class,test_class,train_relative_path,test_relative_path,train_path,test_path,train_hash,test_hash,distance,same_class,nearest_tie_count
Vesicles,Nucleus,Vesicles/wt--30000X--0039_Vesicles_1.tif,Nucleus/kw10-1--6800X--0018_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/wt--30000X--0039_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-1--6800X--0018_Nucleus_1.tif,dc5b7260cbcb4cc4,c0676ae0e94be4c7,18,False,3
Vesicles,Nucleus,Vesicles/kw3-2--6800X--0056_Vesicles_5.tif,Nucleus/kw10-1--6800X--0045_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-2--6800X--0056_Vesicles_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-1--6800X--0045_Nucleus_1.tif,d8dc22fcdac8d851,9a7967bef1889841,18,False,1
ER,Nucleus,ER/3W-CD4-Ctrl3--30000X--0071_ER_1.tif,Nucleus/kw10-2--6800X--0021_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/3W-CD4-Ctrl3--30000X--0071_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-2--6800X--0021_Nucleus_1.tif,e8754c65366b30da,d9116ccff66a1258,18,False,1
Nucleus,Nucleus,Nucleus/KW10-3--4800X--0030_Nucleus_1.tif,Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/KW10-3--4800X--0030_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,d73778467149e41c,d6b139d271c0e13b,18,True,3
Nucleus,Nucleus,Nucleus/kw10-6--6800X--0010_Nucleus_1.tif,Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-6--6800X--0010_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,92b06dc535c5e399,d6b139d271c0e13b,18,True,3
Nucleus,Nucleus,Nucleus/kw10-7--6800X--0056_Nucleus_1.tif,Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-7--6800X--0056_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0034_Nucleus_1.tif,ce71691e37c0e299,d6b139d271c0e13b,18,True,3
Autosome,Nucleus,Autosome/RKO-SEP-9--30000X--0012_Autosome_1.tif,Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-9--30000X--0012_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,f74f912c2b306c72,96ea390d0938fc7a,18,False,3
Chloroplast,Nucleus,Chloroplast/m-2_004_Chloroplast_13.tif,Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/m-2_004_Chloroplast_13.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,aeead1ad88181d73,96ea390d0938fc7a,18,False,3
Vesicles,Nucleus,Vesicles/1-3-hkf--6800X--0003_Vesicles_2.tif,Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-3-hkf--6800X--0003_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-3--6800X--0035_Nucleus_1.tif,d2ea7c4f3031e0ba,96ea390d0938fc7a,18,False,3
CellWall,Nucleus,CellWall/qm-2_002_Cell_Wall_1.tif,Nucleus/kw10-4--6800X--0010_Nucleus_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-4--6800X--0010_Nucleus_3.tif,8699a6f8324e9cb3,989b6e683ac69c3c,18,False,2
Nucleus,Nucleus,Nucleus/c3--11000X--0009_Nucleus_1.tif,Nucleus/kw10-4--6800X--0010_Nucleus_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/c3--11000X--0009_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-4--6800X--0010_Nucleus_3.tif,9a08654fb3c7983e,989b6e683ac69c3c,18,True,2
Nucleus,Nucleus,Nucleus/wt-2--13000X--0115_Nucleus_1.tif,Nucleus/kw10-6--6800X--0007_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/wt-2--13000X--0115_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-6--6800X--0007_Nucleus_1.tif,865c2b74321b9de3,96dd2b24714a96f4,18,True,2
Vesicles,Nucleus,Vesicles/1-11000X--0026_Vesicles_3.tif,Nucleus/kw10-6--6800X--0007_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-11000X--0026_Vesicles_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-6--6800X--0007_Nucleus_1.tif,80a82f97f17896f4,96dd2b24714a96f4,18,False,2
Autosome,Nucleus,Autosome/1-3-hkf--6800X--0011_Autosome_1.tif,Nucleus/kw10-6--6800X--0016_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--6800X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-6--6800X--0016_Nucleus_1.tif,b436dac231c9279d,96836a8439c9377d,18,False,2
ER,Nucleus,ER/2+--6800X--0009_ER_1.tif,Nucleus/kw10-6--6800X--0016_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/2+--6800X--0009_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/kw10-6--6800X--0016_Nucleus_1.tif,d5c52ac835cd8579,96836a8439c9377d,18,False,2
CellWall,Nucleus,CellWall/SHD-10_024_Cell_Wall_1.tif,Nucleus/wt-7--6800X--0027_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/SHD-10_024_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0027_Nucleus_1.tif,ec3e96496992b2a3,c991944d6197b36b,18,False,3
CellWall,Nucleus,CellWall/shd-8_005_Cell_Wall_1.tif,Nucleus/wt-7--6800X--0027_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd-8_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0027_Nucleus_1.tif,c080a17d7e9fa369,c991944d6197b36b,18,False,3
Vesicles,Nucleus,Vesicles/k-1--6800X--0004_Vesicles_1.tif,Nucleus/wt-7--6800X--0027_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/k-1--6800X--0004_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0027_Nucleus_1.tif,cd203c6d70b3d33a,c991944d6197b36b,18,False,3
CellWall,Nucleus,CellWall/qm1_004_Cell_Wall_1.tif,Nucleus/wt-7--6800X--0072_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0072_Nucleus_1.tif,bb64716973328572,d3847c497266cde2,18,False,3
Golgi,Nucleus,Golgi/6W-10nm_GR-2--30000X--0048_Golgi_1.tif,Nucleus/wt-7--6800X--0072_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/6W-10nm_GR-2--30000X--0048_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0072_Nucleus_1.tif,91907c8ecc66dfa2,d3847c497266cde2,18,False,3
Vesicles,Nucleus,Vesicles/kw3-2--6800X--0056_Vesicles_1.tif,Nucleus/wt-7--6800X--0072_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-2--6800X--0056_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Nucleus/wt-7--6800X--0072_Nucleus_1.tif,839174ddf321cdc8,d3847c497266cde2,18,False,3
Autosome,Vesicles,Autosome/1--30000X--0006_Autosome_5.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1--30000X--0006_Autosome_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,ef50b48d9e3c9990,8f52270e973e9871,18,False,6
Chloroplast,Vesicles,Chloroplast/M8_014_Chloroplast_1.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/M8_014_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,ea42c50d873d9bb1,8f52270e973e9871,18,False,6
Mito,Vesicles,Mito/M_J83--30000X--0044_Mito_1.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/M_J83--30000X--0044_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,ab68b408971e9e7c,8f52270e973e9871,18,False,6
Vesicles,Vesicles,Vesicles/79-1--11000X--0016_Vesicles_1.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/79-1--11000X--0016_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,9b53258a8a3da8b7,8f52270e973e9871,18,True,6
Vesicles,Vesicles,Vesicles/wt-2--6800X--0077_Vesicles_1.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/wt-2--6800X--0077_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,9f3021cfd6bcd052,8f52270e973e9871,18,True,6
Vesicles,Vesicles,Vesicles/wt-6--6800X--0052_Vesicles_4.tif,Vesicles/#3--23000X--0028_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/wt-6--6800X--0052_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/#3--23000X--0028_Vesicles_2.tif,8e5a25ce8e144cf7,8f52270e973e9871,18,True,6
CellWall,Vesicles,CellWall/HST-TREAT_007_Cell_Wall_4.tif,Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/HST-TREAT_007_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,e38fb267604983e6,c38d3dad6069ca6a,18,False,3
CellWall,Vesicles,CellWall/essam21_009_Cell_Wall_1.tif,Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/essam21_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,c2ddbd25ab3aca02,c38d3dad6069ca6a,18,False,3
Vesicles,Vesicles,Vesicles/LA+1170--6800X--0007_Vesicles_6.tif,Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA+1170--6800X--0007_Vesicles_6.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-1shiyan--23000X--0018_Vesicles_1.tif,934f3d34b0688f69,c38d3dad6069ca6a,18,True,3
CellWall,Vesicles,CellWall/12-1-1_012_Cell_Wall_2.tif,Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/12-1-1_012_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,d6d12ddd700cd174,c2503d5ff029dbc1,18,False,4
Vesicles,Vesicles,Vesicles/1-2-hsfnc_lJ--23000X--0020_Vesicles_1.tif,Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-2-hsfnc_lJ--23000X--0020_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,caf23c5f80f29b03,c2503d5ff029dbc1,18,True,4
Vesicles,Vesicles,Vesicles/3--6800X--0005_Vesicles_3.tif,Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/3--6800X--0005_Vesicles_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,8e04393cf2f99ae1,c2503d5ff029dbc1,18,True,4
Vesicles,Vesicles,Vesicles/kw3-2--6800X--0056_Vesicles_1.tif,Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-2--6800X--0056_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--23000X--0015_Vesicles_1.tif,839174ddf321cdc8,c2503d5ff029dbc1,18,True,4
Mito,Vesicles,Mito/13-R-B--18500X--0013_Mito_1.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/13-R-B--18500X--0013_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,a0fd83d8c258de1d,92fc21f2c7d8dc21,18,False,6
Nucleus,Vesicles,Nucleus/kw10-4--6800X--0026_Nucleus_1.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-4--6800X--0026_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,ae9cb1b2d3c88a2d,92fc21f2c7d8dc21,18,False,6
Vesicles,Vesicles,Vesicles/1-11000X--0026_Vesicles_1.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-11000X--0026_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,9a7d619282697d65,92fc21f2c7d8dc21,18,True,6
Vesicles,Vesicles,Vesicles/ISO-3--30000X--0053_Vesicles_1.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/ISO-3--30000X--0053_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,ded5209b8748cc75,92fc21f2c7d8dc21,18,True,6
Vesicles,Vesicles,Vesicles/k-1--30000X--0016_Vesicles_1.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/k-1--30000X--0016_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,8ed43976e298d874,92fc21f2c7d8dc21,18,True,6
Vesicles,Vesicles,Vesicles/kw3-2--6800X--0056_Vesicles_5.tif,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-2--6800X--0056_Vesicles_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_4.tif,d8dc22fcdac8d851,92fc21f2c7d8dc21,18,True,6
Golgi,Vesicles,Golgi/58-WT--18500X--0030_Golgi_1.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/58-WT--18500X--0030_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,a167d0b6d61a5b0e,ada5b0b4db9a388c,18,False,6
Vesicles,Vesicles,Vesicles/1--18500X--0029_Vesicles_1.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1--18500X--0029_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,cd363234cfeb340c,ada5b0b4db9a388c,18,True,6
Vesicles,Vesicles,Vesicles/1--30000X--0007_Vesicles_5.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1--30000X--0007_Vesicles_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,8fc170a2cbdb6c2c,ada5b0b4db9a388c,18,True,6
Vesicles,Vesicles,Vesicles/LA+1170--30000X--0013_Vesicles_1.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA+1170--30000X--0013_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,ef26f030c3832dce,ada5b0b4db9a388c,18,True,6
Vesicles,Vesicles,Vesicles/gfp-bsa--30000X--0035_Vesicles_1.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/gfp-bsa--30000X--0035_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,8f9d7434cb970d88,ada5b0b4db9a388c,18,True,6
Vesicles,Vesicles,Vesicles/kw3-4--6800X--0026_Vesicles_1.tif,Vesicles/169--30000X--0049_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-4--6800X--0026_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/169--30000X--0049_Vesicles_1.tif,cfa5f0708bcc3c07,ada5b0b4db9a388c,18,True,6
CellWall,Vesicles,CellWall/19-1-1_003_Cell_Wall_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/19-1-1_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,8bf8750bd4e02f94,cbc87d1e92a38b92,18,False,9
Nucleus,Vesicles,Nucleus/RKO-SEP-0--6800X--0002_Nucleus_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/RKO-SEP-0--6800X--0002_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,ea092d2cb2ea8bb9,cbc87d1e92a38b92,18,False,9
Nucleus,Vesicles,Nucleus/kw10-4--6800X--0010_Nucleus_2.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-4--6800X--0010_Nucleus_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,ce686918d6f09e9a,cbc87d1e92a38b92,18,False,9
Vesicles,Vesicles,Vesicles/1-2-hsfnc_lJ--23000X--0020_Vesicles_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-2-hsfnc_lJ--23000X--0020_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,caf23c5f80f29b03,cbc87d1e92a38b92,18,True,9
Vesicles,Vesicles,Vesicles/2+--30000X--0025_Vesicles_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/2+--30000X--0025_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,da49691e964b9a35,cbc87d1e92a38b92,18,True,9
Vesicles,Vesicles,Vesicles/G50802--18500X--0018_Vesicles_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/G50802--18500X--0018_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,da4a617996629b9a,cbc87d1e92a38b92,18,True,9
Vesicles,Vesicles,Vesicles/LA--30000X--0042_Vesicles_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA--30000X--0042_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,cbc07c8af3818aed,cbc87d1e92a38b92,18,True,9
Vesicles,Vesicles,Vesicles/kw10-6--6800X--0044_Vesicles_2.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw10-6--6800X--0044_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,8acb7d2ca275ea82,cbc87d1e92a38b92,18,True,9
Vesicles,Vesicles,Vesicles/kw10-6--6800X--0050_Vesicles_1.tif,Vesicles/2+--6800X--0006_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw10-6--6800X--0050_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2+--6800X--0006_Vesicles_2.tif,8ac93dabb2529b91,cbc87d1e92a38b92,18,True,9
CellWall,Vesicles,CellWall/1-1-llq_009_Cell_Wall_1.tif,Vesicles/2--30000X--0018_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/1-1-llq_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2--30000X--0018_Vesicles_2.tif,eec5342dc23c55a6,8f76742acafc5520,18,False,3
Mito,Vesicles,Mito/R3--49000X--0022_Mito_2.tif,Vesicles/2--30000X--0018_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/R3--49000X--0022_Mito_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2--30000X--0018_Vesicles_2.tif,ad95f000c3fcdd68,8f76742acafc5520,18,False,3
Vesicles,Vesicles,Vesicles/2--30000X--0013_Vesicles_1.tif,Vesicles/2--30000X--0018_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/2--30000X--0013_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/2--30000X--0018_Vesicles_2.tif,8b77708a8b2bdc26,8f76742acafc5520,18,True,3
Chloroplast,Vesicles,Chloroplast/1.1_009_Chloroplast_7.tif,Vesicles/G50802--18500X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/1.1_009_Chloroplast_7.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/G50802--18500X--0015_Vesicles_1.tif,ff3ca0859e338c4a,dcfe71248e336c0a,18,False,5
Chloroplast,Vesicles,Chloroplast/HNNA_001_Chloroplast_12.tif,Vesicles/G50802--18500X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/HNNA_001_Chloroplast_12.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/G50802--18500X--0015_Vesicles_1.tif,eaf8732e8c296dc0,dcfe71248e336c0a,18,False,5
Nucleus,Vesicles,Nucleus/kw10-3--6800X--0068_Nucleus_2.tif,Vesicles/G50802--18500X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-3--6800X--0068_Nucleus_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/G50802--18500X--0015_Vesicles_1.tif,e65de1368813ec9a,dcfe71248e336c0a,18,False,5
Vesicles,Vesicles,Vesicles/#3--23000X--0091_Vesicles_1.tif,Vesicles/G50802--18500X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/#3--23000X--0091_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/G50802--18500X--0015_Vesicles_1.tif,9fde610386b5589a,dcfe71248e336c0a,18,True,5
Vesicles,Vesicles,Vesicles/LA--30000X--0028_Vesicles_1.tif,Vesicles/G50802--18500X--0015_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA--30000X--0028_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/G50802--18500X--0015_Vesicles_1.tif,cbbd70248232dd9b,dcfe71248e336c0a,18,True,5
Vesicles,Vesicles,Vesicles/1-1shiyan--6800X--0012_Vesicles_3.tif,Vesicles/LA+1170--30000X--0009_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-1shiyan--6800X--0012_Vesicles_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/LA+1170--30000X--0009_Vesicles_2.tif,e86df1748d8534cc,da7de12b9f861488,18,True,2
Vesicles,Vesicles,Vesicles/LA--30000X--0022_Vesicles_2.tif,Vesicles/LA+1170--30000X--0009_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA--30000X--0022_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Vesicles/LA+1170--30000X--0009_Vesicles_2.tif,cf3de02dd2a64d82,da7de12b9f861488,18,True,2
