train_class,test_class,train_relative_path,test_relative_path,train_path,test_path,train_hash,test_hash,distance,same_class
Mito,Chloroplast,Mito/M_J81--11000X--0026_Mito_1.tif,Chloroplast/HNNA_001_Chloroplast_7.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/M_J81--11000X--0026_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/HNNA_001_Chloroplast_7.tif,be41952f5a744935,bf4195131a787b62,16,False
Chloroplast,Chloroplast,Chloroplast/379c_001_Chloroplast_7.tif,Chloroplast/LNNA_004_Chloroplast_17.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/379c_001_Chloroplast_7.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/LNNA_004_Chloroplast_17.tif,fb95e06496c2996c,bf97e062b7c818c1,16,True
Chloroplast,Chloroplast,Chloroplast/wbb-1_005_Chloroplast_1.tif,Chloroplast/LNNA_004_Chloroplast_17.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/wbb-1_005_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/LNNA_004_Chloroplast_17.tif,bf1f80129728dbe1,bf97e062b7c818c1,16,True
Golgi,Chloroplast,Golgi/58-WT--18500X--0028_Golgi_1.tif,Chloroplast/LNNA_004_Chloroplast_17.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/58-WT--18500X--0028_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/LNNA_004_Chloroplast_17.tif,b7f4f26290c51ec1,bf97e062b7c818c1,16,False
Autosome,Chloroplast,Autosome/10-N--23000X--0058_Autosome_2.tif,Chloroplast/M8_014_Chloroplast_10.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0058_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M8_014_Chloroplast_10.tif,bc14c36b4d07327b,fe16c26265e6b078,16,False
Chloroplast,Chloroplast,Chloroplast/2.1_006_Chloroplast_1.tif,Chloroplast/M8_014_Chloroplast_10.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/2.1_006_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M8_014_Chloroplast_10.tif,ff87c0608d63b86c,fe16c26265e6b078,16,True
Chloroplast,Chloroplast,Chloroplast/379n_009_Chloroplast_2.tif,Chloroplast/M8_014_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/379n_009_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M8_014_Chloroplast_2.tif,e07fc5e8940d9a9c,ea46d54d960d9d1c,16,True
Mito,Chloroplast,Mito/10-N--23000X--0025_Mito_1.tif,Chloroplast/M8_014_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/10-N--23000X--0025_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M8_014_Chloroplast_2.tif,ef40d04d87a4db3c,ea46d54d960d9d1c,16,False
Autosome,Chloroplast,Autosome/1--30000X--0006_Autosome_1.tif,Chloroplast/M9-1_002_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1--30000X--0006_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M9-1_002_Chloroplast_2.tif,eb7af448c22b8b2c,eb4af44d83189f70,16,False
Chloroplast,Chloroplast,Chloroplast/6gill_006_Chloroplast_2.tif,Chloroplast/M9-1_002_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/6gill_006_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M9-1_002_Chloroplast_2.tif,fb42e41d9a348bb1,eb4af44d83189f70,16,True
Mito,Chloroplast,Mito/10-N--23000X--0025_Mito_1.tif,Chloroplast/M9-1_002_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/10-N--23000X--0025_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M9-1_002_Chloroplast_2.tif,ef40d04d87a4db3c,eb4af44d83189f70,16,False
Nucleus,Chloroplast,Nucleus/kw10-7--6800X--0045_Nucleus_1.tif,Chloroplast/M9-1_002_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-7--6800X--0045_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/M9-1_002_Chloroplast_2.tif,eb02f44dd092c75b,eb4af44d83189f70,16,False
Chloroplast,Chloroplast,Chloroplast/309n_009_Chloroplast_2.tif,Chloroplast/cjy-2_012_Chloroplast_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/309n_009_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/cjy-2_012_Chloroplast_4.tif,e9875f18c0678739,f5c78e38a3278629,16,True
Mito,Chloroplast,Mito/R3--49000X--0022_Mito_1.tif,Chloroplast/m-2_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/R3--49000X--0022_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-2_004_Chloroplast_1.tif,eaf7c4e18e4198c6,eb3f85709a2390e6,16,False
Chloroplast,Chloroplast,Chloroplast/309n_009_Chloroplast_1.tif,Chloroplast/m-2_004_Chloroplast_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/309n_009_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-2_004_Chloroplast_5.tif,aa15c1f09ac3e1ed,a8b597d0dacac9c8,16,True
Chloroplast,Chloroplast,Chloroplast/M8-1_003_Chloroplast_2.tif,Chloroplast/m-2_004_Chloroplast_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/M8-1_003_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-2_004_Chloroplast_5.tif,aab594c28b68db8b,a8b597d0dacac9c8,16,True
Chloroplast,Chloroplast,Chloroplast/zb1_025_Chloroplast_1.tif,Chloroplast/m-2_004_Chloroplast_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/zb1_025_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-2_004_Chloroplast_5.tif,fa35c6f090c29bcc,a8b597d0dacac9c8,16,True
Mito,Chloroplast,Mito/WT+LA--30000X--0026_Mito_1.tif,Chloroplast/m-2_004_Chloroplast_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/WT+LA--30000X--0026_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-2_004_Chloroplast_5.tif,ea5795d813ca89c5,a8b597d0dacac9c8,16,False
Mito,Chloroplast,Mito/169--68000X--0081_Mito_1.tif,Chloroplast/m-3_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/169--68000X--0081_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_1.tif,ff18d00b807973f8,fd55f00ac038db74,16,False
Mito,Chloroplast,Mito/M_J81--11000X--0018_Mito_1.tif,Chloroplast/m-3_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/M_J81--11000X--0018_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_1.tif,ff50e12a863d923c,fd55f00ac038db74,16,False
Mito,Chloroplast,Mito/R3--49000X--0022_Mito_2.tif,Chloroplast/m-3_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/R3--49000X--0022_Mito_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_1.tif,ad95f000c3fcdd68,fd55f00ac038db74,16,False
Mito,Chloroplast,Mito/WT2--23000X--0002_Mito_2.tif,Chloroplast/m-3_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/WT2--23000X--0002_Mito_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_1.tif,bd55504aaa29d567,fd55f00ac038db74,16,False
Autosome,Chloroplast,Autosome/LA+1170--30000X--0014_Autosome_1.tif,Chloroplast/m-3_004_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LA+1170--30000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_2.tif,ad99c0c08b87d9af,edf4e0c2c305dd0e,16,False
Mito,Chloroplast,Mito/44--23000X--0010_Mito_1.tif,Chloroplast/m-3_004_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/44--23000X--0010_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_2.tif,eda5e116c117ce1a,edf4e0c2c305dd0e,16,False
Mito,Chloroplast,Mito/M_J83--30000X--0048_Mito_1.tif,Chloroplast/m-3_004_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/M_J83--30000X--0048_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_2.tif,ed74c440ce875ec6,edf4e0c2c305dd0e,16,False
Chloroplast,Chloroplast,Chloroplast/1.1_008_Chloroplast_1.tif,Chloroplast/m-3_004_Chloroplast_6.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/1.1_008_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_6.tif,ff30a0879a378c5a,fff050a34a17a558,16,True
Chloroplast,Chloroplast,Chloroplast/LNNA_004_Chloroplast_6.tif,Chloroplast/m-3_004_Chloroplast_6.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/LNNA_004_Chloroplast_6.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_6.tif,fff090a58393858b,fff050a34a17a558,16,True
Nucleus,Chloroplast,Nucleus/wt-7--6800X--0045_Nucleus_1.tif,Chloroplast/m-3_004_Chloroplast_6.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/wt-7--6800X--0045_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/m-3_004_Chloroplast_6.tif,ff5043270b37471c,fff050a34a17a558,16,False
Golgi,Chloroplast,Golgi/kw10-4--13000X--0063_Golgi_1.tif,Chloroplast/qm-2_026_Chloroplast_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/kw10-4--13000X--0063_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/qm-2_026_Chloroplast_3.tif,e8ab83f2a1d483a7,c829d3c38ddcc167,16,False
Autosome,Chloroplast,Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,Chloroplast/qm-2_028_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/qm-2_028_Chloroplast_2.tif,ad7cd2638bcd9c02,fcb0c3538bcc9cc8,16,False
Golgi,Chloroplast,Golgi/47--23000X--0020_Golgi_1.tif,Chloroplast/qm-2_028_Chloroplast_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/47--23000X--0020_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/qm-2_028_Chloroplast_4.tif,a8b490cc57e9ae3a,e0b0dbc6536d2633,16,False
Chloroplast,Chloroplast,Chloroplast/swccshort day_006_Chloroplast_2.tif,Chloroplast/swccLong day_007_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/swccshort day_006_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccLong day_007_Chloroplast_1.tif,b0aff4e093e09e89,aaead4e59bd08cc1,16,True
Vesicles,Chloroplast,Vesicles/kw3-1--13000X--0118_Vesicles_1.tif,Chloroplast/swccLong day_007_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/kw3-1--13000X--0118_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccLong day_007_Chloroplast_1.tif,8aee3485c3e28fd1,aaead4e59bd08cc1,16,False
Chloroplast,Chloroplast,Chloroplast/wanke-1_002_Chloroplast_1.tif,Chloroplast/swccday neutral_005_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/wanke-1_002_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccday neutral_005_Chloroplast_1.tif,be1f8358cc66b251,bd3fc6c8946223d1,16,True
ER,Chloroplast,ER/#3--6800X--0002_ER_1.tif,Chloroplast/swccday neutral_009_Chloroplast_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/#3--6800X--0002_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccday neutral_009_Chloroplast_4.tif,eabfd3081ce39429,caaff0a09cc994cd,16,False
Vesicles,Chloroplast,Vesicles/LA+1170--6800X--0007_Vesicles_8.tif,Chloroplast/swccday neutral_009_Chloroplast_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA+1170--6800X--0007_Vesicles_8.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccday neutral_009_Chloroplast_4.tif,ca5e70a8cbc15ccd,caaff0a09cc994cd,16,False
Golgi,Chloroplast,Golgi/43--9300X--0002_Golgi_2.tif,Chloroplast/swccshort day_004_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/43--9300X--0002_Golgi_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/swccshort day_004_Chloroplast_2.tif,bb459bc9f0ca68a2,ab95dac9ecc4c0e2,16,False
Chloroplast,Chloroplast,Chloroplast/6gill_002_Chloroplast_7.tif,Chloroplast/wbb-3_001_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/6gill_002_Chloroplast_7.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/wbb-3_001_Chloroplast_2.tif,ff03811f9a3c9d30,bf0ec01fca9ca83a,16,True
Chloroplast,Chloroplast,Chloroplast/6gill_002_Chloroplast_5.tif,Chloroplast/zb1_005_Chloroplast_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/6gill_002_Chloroplast_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/zb1_005_Chloroplast_3.tif,bab4c4e89ec3994c,ba9cd5e04ec78c86,16,True
Chloroplast,Chloroplast,Chloroplast/2.1_008_Chloroplast_2.tif,Chloroplast/zb1_007_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/2.1_008_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/zb1_007_Chloroplast_1.tif,df8dc86ea53082e9,bf9fc0688751caa1,16,True
Chloroplast,Chloroplast,Chloroplast/M8-1_003_Chloroplast_3.tif,Chloroplast/zb1_007_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/M8-1_003_Chloroplast_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/zb1_007_Chloroplast_1.tif,fe1d94e892c1d8a5,bf9fc0688751caa1,16,True
Chloroplast,Chloroplast,Chloroplast/wbb-1_005_Chloroplast_1.tif,Chloroplast/zb1_007_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/wbb-1_005_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/zb1_007_Chloroplast_1.tif,bf1f80129728dbe1,bf9fc0688751caa1,16,True
Chloroplast,Chloroplast,Chloroplast/m-2_004_Chloroplast_11.tif,Chloroplast/zb1_028_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/m-2_004_Chloroplast_11.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Chloroplast/zb1_028_Chloroplast_1.tif,fbc0c4ce9d9b9230,fba4c44c9b529873,16,True
Autosome,ER,Autosome/10-SI--23000X--0026_Autosome_1.tif,ER/2+--30000X--0023_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0026_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/2+--30000X--0023_ER_1.tif,eb4a8728dad15a2e,afcf952e9a90423a,16,False
Chloroplast,ER,Chloroplast/5gill_003_Chloroplast_1.tif,ER/3W-CD4-Ctrl2--13000X--0009_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/5gill_003_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/3W-CD4-Ctrl2--13000X--0009_ER_1.tif,fed0b027c61b988e,fa5c982d26339d8c,16,False
Nucleus,ER,Nucleus/kw10-6--6800X--0032_Nucleus_1.tif,ER/3W-CD4-Ctrl2--30000X--0071_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-6--6800X--0032_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/3W-CD4-Ctrl2--30000X--0071_ER_1.tif,aa51bb37c42c923e,a855aa5765a8d6b8,16,False
Mito,ER,Mito/#3--23000X--0083_Mito_1.tif,ER/3W-CD4-Ctrl3--30000X--0073_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/#3--23000X--0083_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/3W-CD4-Ctrl3--30000X--0073_ER_1.tif,fa37814c7f0b14b2,f2a7dd4d1f824432,16,False
Golgi,ER,Golgi/5.7W+1--6800X--0010_Golgi_1.tif,ER/52-WT--18500X--0061_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/5.7W+1--6800X--0010_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/52-WT--18500X--0061_ER_1.tif,bb0fc21c758c30cf,f92fc25c51c2716c,16,False
Golgi,ER,Golgi/#3--6800X--0002_Golgi_1.tif,ER/LA--30000X--0014_ER_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/#3--6800X--0002_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/LA--30000X--0014_ER_2.tif,e130d718e1d553ba,e132df096156de68,16,False
Nucleus,ER,Nucleus/kw10-4--6800X--0017_Nucleus_1.tif,ER/LA--30000X--0014_ER_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-4--6800X--0017_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/LA--30000X--0014_ER_2.tif,f722f549c0d4d662,e132df096156de68,16,False
CellWall,ER,CellWall/xsj2_003_Cell_Wall_1.tif,ER/LA--30000X--0052_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/LA--30000X--0052_ER_1.tif,ba438fe8275cd131,f44b8f702748e93a,16,False
Golgi,ER,Golgi/47--23000X--0013_Golgi_2.tif,ER/LA--6800X--0009_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/47--23000X--0013_Golgi_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/LA--6800X--0009_ER_1.tif,846a9cb5a895ceb3,865a99f1ac9d429e,16,False
Golgi,ER,Golgi/D3--23000X--0016_Golgi_2.tif,ER/MUT3--23000X--0018_ER_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/D3--23000X--0016_Golgi_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/MUT3--23000X--0018_ER_2.tif,a26ddb670f932944,a86bdab723da094c,16,False
Chloroplast,ER,Chloroplast/M8-1_003_Chloroplast_7.tif,ER/k+1--6800X--0009_ER_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/M8-1_003_Chloroplast_7.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/ER/k+1--6800X--0009_ER_3.tif,ff8ae1b1c3858e18,ef9f699340912e98,16,False
Autosome,Golgi,Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,Golgi/#3--23000X--0057_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Golgi/#3--23000X--0057_Golgi_1.tif,ad7cd2638bcd9c02,f11cca6a0bc5bc47,16,False
ER,Golgi,ER/3W-CD4-10nm_GR-1--30000X--0049_ER_1.tif,Golgi/#3--23000X--0058_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/3W-CD4-10nm_GR-1--30000X--0049_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Golgi/#3--23000X--0058_Golgi_1.tif,9a9fcee330582dc2,b09b9fe13030fcc6,16,False
CellWall,Golgi,CellWall/qm1_017_Cell_Wall_1.tif,Golgi/#3--23000X--0061_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_017_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Golgi/#3--23000X--0061_Golgi_1.tif,dc3e9e4d2e12592c,f85c5e693c32382e,16,False
Autosome,Golgi,Autosome/1--30000X--0010_Autosome_5.tif,Golgi/#3-CHMP4B-NC--9300X--0050_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1--30000X--0010_Autosome_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Golgi/#3-CHMP4B-NC--9300X--0050_Golgi_1.tif,e77091864778eb4a,ae709d04e3bcea0e,16,False
Chloroplast,Golgi,Chloroplast/LNA1_004_Chloroplast_1.tif,Golgi/#54--23000X--0050_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/LNA1_004_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Golgi/#54--23000X--0050_Golgi_1.tif,ecc1c08f8db98eb8,fce1810da95b2f38,16,False
